iata_code,icao_code,name,country
,DLI,"Delta Express International",Ukraine
,DSU,"Delta State University","United States"
J7,DNM,"Denim Air",Netherlands
,FEC,"Denver Express","United States"
,FGC,"Departament d'Agricultura de la Generalitat de Catalunya",Spain
,DRY,"Deraya Air Taxi",Indonesia
,DRX,"Des R Cargo Express",Mauritania
,MIZ,"Desarrollo Milaz",Mexico
,DTY,"Destiny Air Services","Sierra Leone"
1I,AMB,"Deutsche Rettungsflugwacht",Germany
,LFO,"Deutsches Zentrum fur Luft-und Raumfahrt EV",Germany
,DIS,"Di Air",Serbia
,SPK,"Diamond Aviation","United States"
,DRB,"Didier Rousset Buy",Chile
,DGT,"Digital Equipment Corporation","United States"
,DIP,"Diplomatic Freight Services","United Kingdom"
,ENA,"Dirección General de Aviación Civil y Telecomunicasciones",Spain
,DIA,"Direct Air","United States"
,XAP,"Direct Air trading as Midway Connection","United States"
,DCT,"Direct Flight","United Kingdom"
,SXP,"Direct Fly",Poland
AW,DIR,"Dirgantara Air Service",Indonesia
,DCV,"Discover Air","United States"
DH,DVA,"Discovery Airways","United States"
,XDS,"Dispatch Services","United States"
,DIX,"Dix Aviation",Germany
,DEE,"Dixie Airways","United States"
Z6,UDN,Dniproavia,Ukraine
,FDN,"Dolphin Air","United Arab Emirates"
,IXX,"Dolphin Express Airlines","United States"
,DPL,"Dome Petroleum",Canada
YU,ADM,Dominair,"Dominican Republic"
,MYO,"Dominguez Toledo (Grupo Mayoral)",Spain
DO,DOA,"Dominicana de Aviación","Dominican Republic"
E3,DMO,"Domodedovo Airlines",Russia
,DVB,"Don Avia",Kazakhstan
,DON,"Donair Flying Club","United Kingdom"
D9,DNV,Donavia,Russia
5D,UDC,DonbassAero,Ukraine
,DAD,"Dorado Air","Dominican Republic"
,DOR,Dornier,Germany
,DAV,"Dornier Aviation Nigeria",Nigeria
,DOM,"Dos Mundos","Dominican Republic"
,DCA,"Dreamcatcher Airways","United Kingdom"
KB,DRK,"Druk Air",Bhutan
,DRE,"Drummond Island Air","United States"
,DUB,"Dubai Airwing","United Arab Emirates"
,DBK,"Dubrovnik Air",Croatia
,DUK,Ducair,Luxembourg
,DBJ,"Duchess of Britany (Jersey) Limited","United Kingdom"
,LPD,"UK Royal/HRH Duke of York","United Kingdom"
,DUN,Dun'Air,Mauritania
,PHD,"Duncan Aviation","United States"
,VVF,"Dunyaya Bakis Hava Tasimaciligi",Turkey
,DUO,"Duo Airways","United Kingdom"
,DJE,"Durango Jet",Mexico
,DNL,"Dutch Antilles Express","Netherlands Antilles"
,DCE,"Dutch Caribbean Express","Netherlands Antilles"
,DBR,Dutchbird,Netherlands
,DFS,"Dwyer Aircraft Services","United States"
,XDY,"Dynair Services","United States"
,DNR,"Dynamair Aviation",Canada
,DYE,"Dynamic Air",Netherlands
,DYA,"Dynamic Airways","United States"
DI,BAG,Dba,Germany
,EES,"Eagle Express",Serbia
,EBF,"Echo Airlines",Bahamas
MQ,ENY,"Envoy Air","United States"
,EVK,"Everett Aviation",Kenya
,ENK,"Executive Airlink","United States"
EL,ELB,Ellinair,Greece
,EVT,"Everett Limited",Tanzania
,ELN,"Eleron Aviation Company",Ukraine
,ELU,"Egyptian Leisure Airlines",Egypt
9E,EDV,"Endeavor Air","United States"
,LTD,"Executive Express Aviation/JA Air Charter","United States"
,EPR,"Express Airways",Slovenia
,XSL,"Excel-Aire Service","United States"
,XSR,"Executive Flight Services","United States"
,EZJ,"Ezjet GT",Guyana
9A,EZX,"Eagle Express Air Charter",Malaysia
,MNU,"Elite Airways","United States"
,EHD,"E H Darby Aviation","United States"
,EXW,"Executive Airlines Services",Nigeria
,EFS,"EFAOS- Agencia De Viagens e Turismo",Angola
,EFD,"Eisele Flugdienst",Germany
,FSD,EFS-Flugservice,Germany
,EIS,"EIS Aircraft",Germany
,IAG,EPAG,France
,ESI,"ESI Eliservizi Italiani",Italy
,EUY,"EU Airways",Ireland
VE,EUJ,EUjet,Ireland
BR,EVA,"EVA Air",Taiwan
,ICR,"Eagle Aero","United States"
,FEI,"Eagle Air",Iceland
,EGR,"Eagle Air","Sierra Leone"
,EFL,"Eagle Air",Tanzania
H7,EGU,"Eagle Air",Uganda
NZ,EAG,"Eagle Airways","New Zealand"
,EGX,"Eagle Air Company",Thailand
,GYP,"Eagle Aviation","United Kingdom"
,EGN,"Eagle Aviation France",France
,SEG,"Eagle International",Senegal
,EGJ,"Eagle Jet Charter","United States"
,EMD,"Eaglemed (Ballard Aviation)","United States"
,ERX,"Earth Airlines Services",Nigeria
QU,UTN,UTair-Ukraine,Ukraine
S9,HSA,"East African Safari Air",Kenya
,EXZ,"East African Safari Air Express",Kenya
,EMU,"East Asia Airlines",Macao
,ECT,"East Coast Airways","South Africa"
,ECJ,"East Coast Jets","United States"
,EHA,"East Hampton Aire","United States"
,EKC,"East Kansas City Aviation","United States"
,CTK,"East Midlands Helicopters","United Kingdom"
,DXH,"East Star Airlines",China
,EWA,"East-West Airlines",Australia
ZE,ESR,"Eastar Jet","South Korea"
,EAZ,"Eastern Air",Zambia
,EAX,"Eastern Air Executive","United Kingdom"
EA,EAL,"Eastern Air Lines","United States"
T3,EZE,"Eastern Airways","United Kingdom"
QF,EAQ,"Eastern Australia Airlines",Australia
,ECI,"Eastern Carolina Aviation","United States"
,GNS,"Eastern Executive Air Charter","United Kingdom"
,LIS,"Eastern Express",Kazakhstan
,EME,"Eastern Metro Express","United States"
,EPB,"Eastern Pacific Aviation",Canada
,ESJ,"Eastern SkyJets","United Arab Emirates"
DK,ELA,"Eastland Air",Australia
W9,SGR,"Eastwind Airlines","United States"
,FYE,"Easy Link Aviation Services",Nigeria
,CMN,"Eckles Aircraft","United States"
,EJT,"Eclipse Aviation","United States"
,ECQ,"Eco Air",Nigeria
,DEI,Ecoair,Algeria
,ECX,"Ecomex Air Cargo",Angola
,ECD,Ecotour,Mexico
,XCC,"Ecoturistica de Xcalak",Mexico
,ECV,"Ecuatoguineana De Aviación (EGA)","Equatorial Guinea"
,EQC,"Ecuatorial Cargo","Equatorial Guinea"
,ECU,Ecuavia,Ecuador
WK,EDW,"Edelweiss Air",Switzerland
,SLO,"Edgartown Air","United States"
,EDC,"Air Charter Scotland","United Kingdom"
,EDJ,"Edwards Jet Center of Montana","United States"
,EIJ,"Efata Papua Airlines",Indonesia
,EUW,"EFS European Flight Service",Sweden
MS,MSR,Egyptair,Egypt
,MSX,"Egyptair Cargo",Egypt
,EGY,"Egyptian Air Force",Egypt
,EJX,"Egyptian Aviation",Egypt
,EMA,"Egyptian Aviation Company",Egypt
,EIX,"Ei Air Exports",Ireland
,EIR,Eirjet,Ireland
LY,ELY,"El Al Israel Airlines",Israel
,CMX,"El Caminante Taxi Aéreo",Mexico
,GLQ,"El Quilada International Aviation",Sudan
,ELS,"El Sal Air","El Salvador"
,ESC,"El Sol De América",Venezuela
UZ,BRQ,"El-Buraq Air Transport",Libya
,ELX,"Elan Express","United States"
,LBR,"Elbe Air Transport",Germany
,NLK,"Elbrus-Avia Air Enterprise",Russia
,DND,"Eldinder Aviation",Sudan
,PDV,Elicar,Italy
,EDO,Elidolomiti,Italy
,EFG,Elifriulia,Italy
,ELH,"Elilario Italia",Italy
,EOA,Elilombarda,Italy
,MEE,Elimediterranea,Italy
,VUL,Elios,Italy
,IEP,Elipiu',Italy
,RSA,"Elisra Airlines",Sudan
,EAI,"Elite Air",Togo
,EJD,"Elite Jets","United Arab Emirates"
,FGS,Elitellina,Italy
,ELT,"Elliott Aviation","United States"
,MGG,"Elmagal Aviation Services",Sudan
,ELR,"Elrom Aviation and Investments",Israel
,EAM,"Embassy Airlines",Nigeria
,EFT,"Embassy Freight Company","United States"
,EMB,"Empresa Brasileira De Aeronáutica",Brazil
,JEM,"Emerald Airways","United Kingdom"
,EWW,"Emery Worldwide Airlines","United States"
,EMT,Emetebe,Ecuador
EK,UAE,"Emirates Airlines","United Arab Emirates"
,SBC,"Emoyeni Air Charter","South Africa"
,EMP,"Empire Air Service","United States"
EM,CFS,"Empire Airlines","United States"
,MPR,"Empire Aviation Services",Nigeria
,ETP,"Empire Test Pilots' School","United Kingdom"
,AUO,"Empresa (Aero Uruguay), S.A.",Uruguay
,PRG,"Empresa Aero-Servicios Parrague",Chile
,VNA,"Empresa Aviación Interamericana",Uruguay
EU,EEA,"Empresa Ecuatoriana De Aviación",Ecuador
,CNI,"Empresa Nacional De Servicios Aéreos",Cuba
,VNE,"Empresa Venezolana",Venezuela
,GTV,"Empresa de Aviación Aerogaviota",Cuba
,XLT,"Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero",Brazil
,ENC,Endecots,Ecuador
,ENI,Enimex,Estonia
,EGV,"Enrique Gleisner Vivanco",Chile
,ESE,"Ensenada Vuelos Especiales",Mexico
,ENS,"Entergy Services","United States"
,EWS,"Enterprise World Airways","Democratic Republic of the Congo"
E0,ESS,"Eos Airlines","United States"
,EKA,"Equaflight Service","Republic of the Congo"
,EQZ,"Equatair Air Services (Zambia)",Zambia
,EQT,"Equatorial Airlines","Equatorial Guinea"
,ERH,"Era Helicopters","United States"
,IRY,"Eram Air",Iran
,ERF,Erfoto,Portugal
,ERE,"Erie Airways","United States"
B8,ERT,"Eritrean Airlines",Eritrea
,EAD,"Escola De Aviacao Aerocondor",Portugal
,CTV,"Escuela De Pilotos Are Aviación",Spain
,EPC,"Espace Aviation Services","Democratic Republic of the Congo"
E7,ESF,"Estafeta Carga Aérea",Mexico
,EEF,"Estonian Air Force",Estonia
OV,ELL,"Estonian Air",Estonia
,ETA,"Estrellas Del Aire",Mexico
ET,ETH,"Ethiopian Airlines",Ethiopia
,MJM,"Eti 2000",Italy
EY,ETD,"Etihad Airways","United Arab Emirates"
,ETM,"Etram Air Wing",Angola
,EVN,Euraviation,Italy
,ECN,"Euro Continental AIE",Spain
,ESN,"Euro Sun",Turkey
,EAK,"Euro-Asia Air",Kazakhstan
,KZE,"Euro-Asia Air International",Kazakhstan
MM,MMZ,"EuroAtlantic Airways",Portugal
,GOJ,"EuroJet Aviation","United Kingdom"
,EUP,"Pan Europeenne Air Service",France
,EUU,"Euroamerican Air",Uruguay
,ECY,"Euroceltic Airways","United Kingdom"
,EUC,Eurocontrol,Belgium
,ECF,Eurocopter,France
UI,ECA,"Eurocypria Airlines",Cyprus
GJ,EEZ,Eurofly,Italy
,EEU,"Eurofly Service",Italy
,EUG,"Euroguineana de Aviación","Equatorial Guinea"
,ERJ,"Eurojet Italia",Italy
,JLN,"Eurojet Limited",Malta
,RDP,"Eurojet Romania",Romania
,EJS,"Eurojet Servis","Czech Republic"
K2,ELO,Eurolot,Poland
3W,EMX,"Euromanx Airways",Austria
,GED,"Europe Air Lines",France
5O,FPO,"Europe Airpost",France
,EUT,"European 2000 Airlines",Malta
QY,BCS,"European Air Transport",Belgium
E7,EAF,"European Aviation Air Charter","United Kingdom"
,EBJ,"European Business Jets","United Kingdom"
,ECB,"European Coastal Airlines",Croatia
,ETV,"European Executive","United Kingdom"
,EXC,"European Executive Express",Sweden
,EBG,Eurosense,Bulgaria
,ESX,Euroskylink,"United Kingdom"
EW,EWG,Eurowings,Germany
4Y,OCN,"Eurowings Discover",Germany
EZ,EIA,"Evergreen International Airlines","United States"
,VTS,"Everts Air Alaska/Everts Air Cargo","United States"
ZD,EWR,"Ewa Air",France
,EMN,"Examiner Training Agency","United Kingdom"
JN,XLA,"Excel Airways","United Kingdom"
,XEL,"Excel Charter","United Kingdom"
,GZA,"Excellent Air",Germany
MB,EXA,"Execair Aviation",Canada
,VCN,"Execujet Charter",Switzerland
,EJO,"Execujet Middle East","United Arab Emirates"
,VMP,"Execujet Scandinavia",Denmark
,LFL,"Executive Air",Zimbabwe
,EAC,"Executive Air Charter","United States"
,XAF,"Executive Air Fleet","United States"
,ECS,"Executive Aircraft Charter and Charter Services",Ireland
,XAH,"Executive Aircraft Services","United Kingdom"
OW,EXK,"Executive Airlines","United States"
,EXU,"Executive Airlines",Spain
,JTR,"Executive Aviation Services","United Kingdom"
,EXE,"Executive Flight","United States"
,TRI,"Executive Flight Operations Ontario Government",Canada
,EXJ,"Executive Jet Charter","United Kingdom"
,EJM,"Executive Jet Management","United States"
,TEA,"Executive Turbine Aviation","South Africa"
,EXF,Eximflight,Mexico
,EXN,Exin,Poland
,EXR,"Expertos En Carga",Mexico
,FXA,"Express Air","United States"
,EIC,"Express International Cargo","São Tomé and Príncipe"
,XPL,"Express Line Aircompany","United States"
,XNA,"Express Net Airlines","United States"
EO,LHN,"Express One International","United States"
,XTO,"Express Tours",Canada
,JTM,"Exxavia Limited",Ireland
U2,EZY,"easyJet UK","United Kingdom"
DS,EZS,"easyJet Switzerland",Switzerland
,EAV,"Eagle Airlines Luftverkehrsges",Austria
,XRO,ExxAero,Netherlands
EC,EJU,"easyJet Europe",Austria
,EVL,"Evolem Aviation",France
,KWX,"Florida Aerocharter","United States"
,FAS,"Florida Air Cargo","United States"
,VNX,"Fly Advance","United States"
,FUM,"Fuxion Line Mexico",Mexico
,FRB,"Fly Rak","United Arab Emirates"
,FMI,"FMI Air",Myanmar
,FRX,"Fort Aero",Estonia
,PBR,"Fast Air",Canada
,SRE,"Fly Jetstream Aviation","South Africa"
,FTZ,Fastjet,Tanzania
,FAP,"F Air","Czech Republic"
,FFL,ForeFlight,"United States"
,EYE,"F.S. Air Service","United States"
,IFA,"FAI Air Service",Germany
,FLC,"FINFO Flight Inspection Aircraft","United States"
,FKI,"FLM Aviation Mohrdieck",Germany
,DCM,"FLTPLAN (anonymized service)","United States"
,FLW,"FLowair Aviation",France
,FMG,"FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt",Germany
,FRA,"FR Aviation","United Kingdom"
,FSB,"FSB Flugservice & Development",Germany
,LEJ,"FSH Luftfahrtunternehmen",Germany
,FBA,"Fab Air",Kyrgyzstan
,FCS,"Facts Air",Mexico
,FAV,"Fair Aviation","South Africa"
,FWD,"Fair Wind Air Charter","United Arab Emirates"
,FLS,Fairlines,Netherlands
,FFC,"Fairoaks Flight Centre","United Kingdom"
,FWY,"Fairways Corporation","United States"
,FCN,"Falcon Air",Sweden
,FAR,"Falcon Air",Slovenia
,FAO,"Falcon Air Express","United States"
,FAU,"Falcon Airline",Nigeria
,FVS,"Falcon Aviation Services","United Arab Emirates"
,FJC,"Falcon Jet Centre","United Kingdom"
,FAW,"Falwell Aviation","United States"
FE,FEA,"Far Eastern Air Transport",Taiwan
,FDL,"Farmingdale State University","United States"
,FAH,"Farnair Hungary",Hungary
,FRN,"Farnair Netherlands",Netherlands
,FAT,"ASL Airlines Switzerland",Switzerland
,RAF,"Farnas Aviation Services",Sudan
,HBL,Faroecopter,Denmark
F6,RCK,FaroeJet,"Faroe Islands"
,FRW,"Farwest Airlines","United States"
F3,FSW,"Faso Airways","Burkina Faso"
,FHL,"Fast Helicopters","United Kingdom"
,FAY,"Fayban Air Services",Nigeria
,SKM,"Fayetteville Flying Service and Scheduled Skyways System","United States"
,FDR,"Federal Air","South Africa"
,FLL,"Federal Airlines",Sweden
,DCN,"Federal Armed Forces",Germany
,FRM,"Federal Armored Service","United States"
,NHK,"Federal Aviation Administration","United States"
FX,FDX,"FedEx Express","United States"
,FNK,"Feniks Airline",Kazakhstan
,FER,"Feria Aviación",Spain
N8,HGK,"Fika Salaama Airlines",Uganda
4S,FNC,"Finalair Congo","Republic of the Congo"
,FAK,"Financial Airxpress","United States"
,FBF,"Fine Airlines","United States"
,FTR,Finist'air,France
AY,FIN,Finnair,Finland
FC,WBA,"Finncomm Airlines",Finland
,FNF,"Finnish Air Force",Finland
,FIH,FinnHEMS,Finland
FY,FFM,Firefly,Malaysia
7F,FAB,"First Air",Canada
,JRF,"First Air Transport",Japan
,FCC,"First Cambodia Airlines",Cambodia
DP,FCA,"First Choice Airways","United Kingdom"
,MBL,"First City Air","United Kingdom"
,GGA,"First Flying Squadron","United States"
,FIR,"First Line Air","Sierra Leone"
,FTS,"First Sabre",Mexico
8F,FFR,"Fischer Air","Czech Republic"
,FFP,"Fischer Air Polska",Poland
8D,EXV,FitsAir,"Sri Lanka"
,FSX,"Flagship Express Services","United States"
,FLE,"Flair Airlines",Canada
,WAF,"Flamenco Airways","United States"
,FMR,"Flamingo Air","United States"
,FLN,"Flamingo Air-Line",Kazakhstan
,FSH,"Flash Airlines",Egypt
,BWY,"Fleet Requirements Air Direction Unit","United Kingdom"
,FLR,Fleetair,"South Africa"
,FXY,Flexair,Netherlands
,FXT,Flexflight,Denmark
,TUD,"Flight Alaska","United States"
,FCK,"FCS Flight Calibration Services",Germany
,VOR,"Flight Calibration Services Ltd.","United Kingdom"
,FCV,"Flight Centre Victoria",Canada
,FCP,"Nelson Aviation College Ltd","New Zealand"
,FDP,"Flight Dispatch Services",Poland
,FLX,"Flight Express, Inc.","United States"
,CFI,"Flight Inspection Center of the General Administration of Civil Aviation in China",China
,LTS,"Flight Inspections and Systems",Russia
,IVJ,"Flight International","United States"
,MIT,"Flight Line","United States"
,FOI,"Flight Ops International","United States"
,OPT,"Flight Options","United States"
,CLB,"Flight Precision Limited","United Kingdom"
,FSL,"Flight Safety Limited","United Kingdom"
,FSU,"Flight Support Sweden",Sweden
,CCK,"Flight Trac","United States"
,AYR,"Flight Training Europe",Spain
,FWQ,"Flight West Airlines",Australia
,KLO,"Flight-Ops International",Canada
,CSK,Flightcraft,"United States"
,FEX,Flightexec,Canada
B5,FLT,Flightline,"United Kingdom"
,FTL,Flightline,Spain
,FPS,"Flightpass Limited","United Kingdom"
,FSR,"Flightstar Corporation","United States"
,KDZ,Flightworks,"United States"
,FAZ,"Flint Aviation Services","United States"
,OJY,"Florida Air","United States"
PA,FCL,"Florida Coastal Airlines","United States"
,FFS,"Florida Department of Agriculture","United States"
,FJS,"Florida Jet Service","United States"
RF,FWL,"Florida West International Airways","United States"
,FFG,"Flugdienst Fehlhaber",Germany
,FLU,"Flugschule Basel",Switzerland
,EZB,"Flugschule Eichenberger",Switzerland
,FWZ,"Flugwerkzeuge Aviation Software",Austria
8W,EDR,"Fly All Ways",Suriname
F2,FLM,"Fly Air",Turkey
,FCT,"Fly CI Limited","United Kingdom"
,FEE,"Fly Europa Limited","United Kingdom"
,FXL,"Fly Excellent",Sweden
SX,TOR,"FlyGTA Airlines",Canada
,NVJ,"Fly International Airways",Tunisia
OJ,FJM,"Fly Jamaica Airways",Jamaica
,FIL,"Fly Line",Spain
SH,FLY,"Fly Me Sweden",Sweden
D7,XFA,FlyAsianXpress,Malaysia
FO,FBZ,Flybondi,Argentina
TE,LIL,FlyLal,Lithuania
XY,KNE,Flynas,"Saudi Arabia"
LF,NDC,FlyNordic,Sweden
F7,BBO,Flybaboo,Switzerland
BE,BEE,Flybe,"United Kingdom"
,FCE,Flycolumbia,Spain
,FLO,Flycom,Slovenia
,GVG,"Flygaktiebolaget Gota Vingar",Sweden
Y2,GSM,Flyglobespan,"United Kingdom"
,FPA,Flygprestanda,Sweden
,ETS,"Flygtransporter I Nykoping",Sweden
,INU,"Flyguppdraget Backamo",Sweden
W3,FYH,"Flyhy Cargo Airlines",Thailand
,FCR,"Flying Carpet Company",Lebanon
,FYG,"Flying Service",Belgium
,FGP,"Flying-Research Aerogeophysical Center",Russia
,FLK,"Flylink Express",Spain
FP,FRE,FlyPelican,Australia
FS,FOX,Flyr,Norway
,FTM,"Flyteam Aviation","United Kingdom"
,FKS,"Focus Air","United States"
,FOP,Fokker,Netherlands
,NOF,Fonnafly,Norway
,FOB,"Ford Motor Company","United Kingdom"
,FOR,"Formula One Management","United Kingdom"
,FHS,"Forth and Clyde Helicopter Services","United Kingdom"
,FXC,"Fortunair Canada",Canada
,FSA,"Foster Aviation","United States"
,JFY,"Foster Yeoman","United Kingdom"
,FTE,"Fotografia F3",Spain
5F,FIA,"Fly One",Moldova
HK,FSC,"Four Star Aviation / Four Star Cargo","United States"
,WDS,"Four Winds Aviation","United States"
,FXR,Foxair,Italy
,FDO,"France Douanes",France
FH,FHY,"Freebird Airlines",Turkey
SJ,FOM,"Freedom Air","New Zealand"
,FFF,"Freedom Air Services",Nigeria
,FRL,"Freedom Airlines","United States"
,FWC,"Freeway Air",Netherlands
,FRG,"Freight Runners Express","United States"
,FAF,"Force Aerienne Francaise",France
,FMY,"Aviation Legere De L'Armee De Terre",France
,FNY,"France Marine Nationale",France
,FRR,"Fresh Air",Nigeria
,BZY,"Fresh Air Aviation","United States"
,FAE,Freshaer,"United Kingdom"
,FAL,"Friendship Air Alaska","United States"
,FLF,"Friendship Airlines",Uganda
,FGY,"Froggy Corporate Aviation",Australia
F9,FFT,"Frontier Airlines","United States"
,ITR,"Frontier Commuter","United States"
2F,FTA,"Frontier Flying Service","United States"
,FNG,"Frontier Guard",Finland
,FUJ,"Fujairah Aviation Centre","United Arab Emirates"
,CFJ,"Fujian Airlines",China
,GAX,"Full Express","United States"
,FAM,"Fumigación Aérea Andaluza",Spain
,FFY,"Fun Flying Thai Air Service",Thailand
,ROG,"FundaciÃ³ Rego",Spain
,FUN,"Funtshi Aviation Service","Democratic Republic of the Congo"
,FGL,"Futura Gael",Ireland
FH,FUA,"Futura International Airways",Spain
FZ,FDB,Flydubai,UAE
,FWK,Flightworks,"United States"
,ACT,"Flight Line","United States"
9Y,FGE,"Fly Georgia",Georgia
,FRF,"Fleet Air International",Hungary
VK,FVK,FlyViking,Norway
,PVV[23][24],"Fly Pro",Moldova
FT,FEG,FlyEgypt,Egypt
,DBC,"Gemini Air Group","United States"
,GCH,"Gama Aviation Switzerland",Switzerland
GX,GBC,"Guangxi Beibu Gulf Airlines",China
,GOP,"Gospa Air",Mexico
,HGT,"GMJ Air Shuttle","United States"
,GMQ,"Germania Express",Germany
,KNM,"GB Helicopters","United Kingdom"
,GCW,"Global Air Crew",Denmark
,GBH,"Global Avia Handling",Russia
Y5,GMR,"Golden Myanmar Airlines",Myanmar
,GML,"G & L Aviation","South Africa"
,EXH,"G5 Executive",Switzerland
,MTA,"GAK/Mitchell Aero","United States"
,GGS,GATSA,Mexico
,GBX,"GB Airlink","United States"
GT,GBL,"GB Airways","United Kingdom"
,GCS,"GCS Air Service","United States"
,FFU,"GEC Marconi Avionics","United Kingdom"
,GCC,GECAS,Ireland
,GEN,GENSA,Brazil
,GET,"Get High",Portugal
,GFW,"GFW Aviation",Australia
,GGT,"Trans Island Airways",Bahamas
